ANIO_DENUNCIA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,MUNICIPIO,PAIS,PAIS_NACIMIENTO,SEXO_VICTIMA,TOTAL_VICTIMAS,TOTAL_POBLACION,TOTAL_FEMINICIDIOS,PORCENTAJE_TOTAL,PORCENTAJE_FEMINICIDIOS
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Bogota,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Bogota,INACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Cundinamarca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,SUBACHOQUE,Colombia,Colombia,FEMENINO,1,17712,2,1,0.000112917795844625
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Guaviare,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,EL RETORNO,Colombia,Colombia,FEMENINO,1,24978,4,1,0.000160140924013132
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Magdalena,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,SANTA MARTA,Colombia,Colombia,FEMENINO,1,524031,75,1,0.000143121303892327
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Magdalena,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,PLATO,Colombia,Colombia,FEMENINO,1,62904,11,1,0.000174869642630039
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Magdalena,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,SANTA MARTA,Colombia,Colombia,MASCULINO,1,524031,75,1,0.000143121303892327
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",NariNo,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,PASTO,Colombia,Colombia,FEMENINO,1,465148,30,1,0.0000644956013999845
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Santander,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,BARRANCABERMEJA,Colombia,Colombia,FEMENINO,1,191144,13,1,0.0000680115515004395
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Tolima,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,IBAGUE,Colombia,Colombia,FEMENINO,1,579803,120,1,0.000206966849084948
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Valle del Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,GUADALAJARA DE BUGA,Colombia,Colombia,FEMENINO,1,114053,8,1,0.0000701428283341955
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Valle del Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,BUENAVENTURA,Colombia,Colombia,FEMENINO,1,440995,33,1,0.0000748307803943356
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Valle del Cauca,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,GUADALAJARA DE BUGA,Colombia,Colombia,FEMENINO,1,114053,8,1,0.0000701428283341955
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Valle del Cauca,INACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,BUENAVENTURA,Colombia,Colombia,FEMENINO,1,440995,33,1,0.0000748307803943356
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F",Bogota,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2020,2020,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,AtlAntico,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,SOLEDAD,Colombia,Colombia,FEMENINO,1,700970,35,1,0.0000499308101630598
2020,2020,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,AtlAntico,ACTIVO,JUICIO,ADULTO MAYOR DE 60,SI,NO,SI,SOLEDAD,Colombia,Colombia,MASCULINO,1,700970,35,1,0.0000499308101630598
2020,2020,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,AtlAntico,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,SOLEDAD,Colombia,Colombia,FEMENINO,1,700970,35,1,0.0000499308101630598
2020,2020,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,Huila,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,NEIVA,Colombia,Colombia,FEMENINO,1,350457,25,1,0.0000713354277414918
2020,2020,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR CONCURSO DE PERSONAS. ART. 104B L.C,ChocO,ACTIVO,INVESTIGACION,ADULTEZ 29 - 59,SI,NO,SI,NUQUI,Colombia,Colombia,FEMENINO,1,9068,4,1,0.000441111601235112
2020,2020,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR CONCURSO DE PERSONAS. ART. 104B L.C,Meta,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,PUERTO GAITAN,Colombia,,FEMENINO,1,19113,15,1,0.000784806152880239
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 ANOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Antioquia,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,SI,SI,CAUCASIA,Colombia,Colombia,FEMENINO,1,126161,7,1,0.000055484658491927
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 ANOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Cesar,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,AGUSTIN CODAZZI,Colombia,Colombia,FEMENINO,1,48805,7,1,0.000143427927466448
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 ANOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Cundinamarca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,MOSQUERA,Colombia,Colombia,FEMENINO,1,93461,5,1,0.0000534982506072051
2020,2020,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 ANOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Magdalena,ACTIVO,JUICIO,PRIMERA INFANCIA 0 - 5,SI,NO,SI,SALAMINA,Colombia,Colombia,FEMENINO,1,15090,2,1,0.000132538104705103
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,RIONEGRO,Colombia,Colombia,FEMENINO,1,130108,10,1,0.0000768592246441418
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,BELLO,Colombia,,FEMENINO,1,500098,28,1,0.0000559890261508744
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,PRE-ADOLESCENTE 12 - 13,SI,SI,SI,CALDAS,Colombia,Colombia,FEMENINO,1,82234,5,1,0.0000608021013206216
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,LA PINTADA,Colombia,Colombia,FEMENINO,1,6289,1,1,0.000159007791381778
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,MEDELLIN,Colombia,Colombia,FEMENINO,1,2569007,215,1,0.0000836899237721034
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,MEDELLIN,Colombia,Colombia,MASCULINO,1,2569007,215,1,0.0000836899237721034
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,COPACABANA,Colombia,Colombia,FEMENINO,2,74408,14,1,0.000188151811633158
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,MEDELLIN,Colombia,Colombia,FEMENINO,3,2569007,215,1,0.0000836899237721034
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,MEDELLIN,Colombia,Colombia,FEMENINO,1,2569007,215,1,0.0000836899237721034
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,MEDELLIN,Colombia,Colombia,FEMENINO,2,2569007,215,1,0.0000836899237721034
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,RIONEGRO,Colombia,Colombia,FEMENINO,1,130108,10,1,0.0000768592246441418
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,AtlAntico,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,BARRANQUILLA,Colombia,Colombia,FEMENINO,1,1239804,86,1,0.0000693658029817616
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,EJECUCION DE PENAS,PRIMERA INFANCIA 0 - 5,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,Bogota,Colombia,,FEMENINO,1,8380801,884,1,0.000105479177944924
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,4,8380801,884,1,0.000105479177944924
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Bogota,Colombia,Colombia,MASCULINO,1,8380801,884,1,0.000105479177944924
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,Bogota,Colombia,,MASCULINO,1,8380801,884,1,0.000105479177944924
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,2,8380801,884,1,0.000105479177944924
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,2,8380801,884,1,0.000105479177944924
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,BolIvar,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,1,0.000098320329524366
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,BolIvar,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,CARTAGENA,Colombia,Colombia,FEMENINO,2,1057767,104,1,0.000098320329524366
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,BolIvar,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,TALAIGUA NUEVO,Colombia,Colombia,FEMENINO,1,11501,2,1,0.000173897921919833
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,PUERTO BOYACA,Colombia,Colombia,FEMENINO,1,57348,3,1,0.0000523121992048546
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,NEIRA,Colombia,Colombia,FEMENINO,1,31630,2,1,0.0000632311097059753
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,ANSERMA,Colombia,Colombia,FEMENINO,1,33146,2,1,0.0000603391057744524
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,CaquetA,ACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,ALBANIA,Colombia,Colombia,FEMENINO,1,6429,2,1,0.000311090371752994
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,CaquetA,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,FLORENCIA,Colombia,Colombia,FEMENINO,1,187515,14,1,0.0000746606938111618
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,PAEZ,Colombia,Colombia,FEMENINO,1,2709,4,1,0.0014765596160945
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,PUERTO TEJADA,Colombia,Colombia,FEMENINO,1,46215,9,1,0.000194741966893866
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,AGUACHICA,Colombia,Colombia,FEMENINO,2,97525,10,1,0.000102537810817739
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Cesar,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,PELAYA,Colombia,Colombia,FEMENINO,1,18421,3,1,0.000162857608164595
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,SOACHA,Colombia,Colombia,FEMENINO,1,567546,38,1,0.0000669549252395401
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,SOACHA,Colombia,Venezuela,FEMENINO,1,567546,38,1,0.0000669549252395401
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,GuainIa,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,INIRIDA,Colombia,Venezuela,FEMENINO,1,20646,2,1,0.0000968710646130001
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,SAN AGUSTIN,Colombia,Colombia,FEMENINO,1,34420,4,1,0.000116211504938989
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,NEIVA,Colombia,Colombia,FEMENINO,1,350457,25,1,0.0000713354277414918
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,NEIVA,Colombia,Colombia,FEMENINO,1,350457,25,1,0.0000713354277414918
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,EL BANCO,Colombia,Colombia,FEMENINO,1,56255,9,1,0.000159985779041863
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,VILLAVICENCIO,Colombia,Colombia,FEMENINO,1,538527,53,1,0.0000984166067810899
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,NariNo,INACTIVO,EJECUCION DE PENAS,ADOLESCENTE 14 - 17,SI,SI,SI,PASTO,Colombia,Colombia,FEMENINO,1,465148,30,1,0.0000644956013999845
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,OCANA,Colombia,Venezuela,FEMENINO,1,101820,4,1,0.0000392850127676291
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,QuindIo,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,ARMENIA,Colombia,Colombia,FEMENINO,1,3765,30,1,0.00796812749003984
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,QuindIo,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,ARMENIA,Colombia,Colombia,FEMENINO,2,3765,30,1,0.00796812749003984
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,QuindIo,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,MONTENEGRO,Colombia,Colombia,FEMENINO,1,41996,3,1,0.0000714353747975998
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Risaralda,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,LA VIRGINIA,Colombia,Colombia,FEMENINO,1,32403,5,1,0.000154306699996914
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,PEREIRA,Colombia,Colombia,FEMENINO,1,481129,35,1,0.0000727455630402657
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,PEREIRA,Colombia,Colombia,FEMENINO,1,481129,35,1,0.0000727455630402657
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,SUCRE,Colombia,Colombia,FEMENINO,1,8837,5,1,0.000565802874278602
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,GIRON,Colombia,Colombia,FEMENINO,1,206005,10,1,0.0000485425111040994
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,PIEDECUESTA,Colombia,Colombia,FEMENINO,1,166971,8,1,0.000047912511753538
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,BUCARAMANGA,Colombia,Venezuela,FEMENINO,1,528572,70,1,0.00013243228926239
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,GÜEPSA,Colombia,,FEMENINO,1,3661,2,1,0.000546298825457525
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,BUCARAMANGA,Colombia,Colombia,FEMENINO,3,528572,70,1,0.00013243228926239
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,FLORIDABLANCA,Colombia,Colombia,FEMENINO,2,267936,20,1,0.0000746446912695569
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCION DE PENAS,ADOLESCENTE 14 - 17,SI,SI,SI,IBAGUE,Colombia,Colombia,FEMENINO,1,579803,120,1,0.000206966849084948
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,IBAGUE,Colombia,Colombia,FEMENINO,1,579803,120,1,0.000206966849084948
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,IBAGUE,Colombia,Colombia,FEMENINO,1,579803,120,1,0.000206966849084948
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,IBAGUE,Colombia,Colombia,MASCULINO,1,579803,120,1,0.000206966849084948
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,CALI,Colombia,Colombia,MASCULINO,1,2496346,444,1,0.000177859960117708
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTO MAYOR DE 60,SI,SI,SI,TULUA,Colombia,Colombia,FEMENINO,1,224257,14,1,0.0000624283745880842
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,YUMBO,Colombia,Colombia,FEMENINO,1,131593,30,1,0.000227975652200345
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADOLESCENTE 14 - 17,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,1,0.000177859960117708
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,6,2496346,444,1,0.000177859960117708
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,FLORIDA,Colombia,Colombia,MASCULINO,1,59207,7,1,0.000118229263431689
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,PALMIRA,Colombia,Colombia,FEMENINO,1,314418,46,1,0.000146302056498038
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,ANDALUCIA,Colombia,Colombia,FEMENINO,1,17685,3,1,0.000169635284139101
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,CALI,Colombia,Colombia,FEMENINO,4,2496346,444,1,0.000177859960117708
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,7,2496346,444,1,0.000177859960117708
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,CALI,Colombia,Venezuela,FEMENINO,1,2496346,444,1,0.000177859960117708
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,CALI,Colombia,,FEMENINO,2,2496346,444,1,0.000177859960117708
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,CALI,Colombia,Colombia,FEMENINO,2,2496346,444,1,0.000177859960117708
2020,2020,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,ANDALUCIA,Colombia,,FEMENINO,1,17685,3,1,0.000169635284139101
